"hotel_name","price","dates","duration","rating","ta_rating","ta_review_count","ta_source","departure_airport","scraped_at","url","image_url","offer_url","filter_id","country","region","resort","departure_date","return_date","days","nights","origin_scope","pax_profile","departure_key"
"Kronos (Platamonas) Grecja, Riwiera Olimpijska, Platamonas","10768.0","15.07.2026 - 29.07.2026","15 dni/14 nocy","4.0","4.0","121","tripadvisor","Все аэропорты","2026-07-13T00:01:46.383681+00:00","https://fly.pl/oferta/grecja-wczasy/?filter[dest]=14:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=13-07-2026&filter[whenTo]=12-08-2026&filter[duration]=13:16&filter[from]=&filter[person]=2&filter[child]=1&filter[price]=4000:20000&filter[PriceFrom]=4000&filter[PriceTo]=20000&filter[addCategory]=40&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://fly.pl/cdn/photo/assets/uploads/582/278/2015/06/Hotel-Kronos.jpg","https://fly.pl/wycieczka/grecja,riwiera-olimpijska,platamonas/kronos-platamonas/pHztEM2oPFcx9KJ8qG7uWqAAog79PeeK_1xz1dwAmGTJ4miUT3fETbnM5YrCx7P3_-nVAqBEdSQ1Mw69XQ0gZIkFRQQVgvYANyQlwKFwQVAFgBVgIdsgIPE0CFBFuvlwFL6jRhAF6nMFKFHlMATJHATQGthTkNjejLCCAAUbyDucvnAQESYwECYwECC4KtbyA/ofertasv/?filter[tourOperator]=GRCS&filter%5Bperson%5D=2&filter%5BchildAge%5D%5B1%5D=20201210&filter%5Bchild%5D=1","filter_greece_13_16_days","grecja","riwiera-olimpijska","platamonas","2026-07-15","2026-07-29","15","14","Все аэропорты","2+1","grecja|riwiera-olimpijska|2026-07-15|2026-07-29|14|Все аэропорты|2+1"
"Stefania Beach Grecja, Evia, Amarynthos","11704.0","15.07.2026 - 29.07.2026","15 dni/14 nocy","3.6","3.6","107","tripadvisor","Все аэропорты","2026-07-13T00:01:46.383681+00:00","https://fly.pl/oferta/grecja-wczasy/?filter[dest]=14:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=13-07-2026&filter[whenTo]=12-08-2026&filter[duration]=13:16&filter[from]=&filter[person]=2&filter[child]=1&filter[price]=4000:20000&filter[PriceFrom]=4000&filter[PriceTo]=20000&filter[addCategory]=40&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://fly.pl/cdn/photo/assets/uploads/582/278/2017/10/Stefania-Beach-Resort.jpg","https://fly.pl/wycieczka/grecja,evia,amarynthos/stefania-beach/pjgjJ6I5Oh19tHPC3IqlrtAAogJS1IQby1i5T-av4itCnQ8tI-s8TS2XHV7UztuP7hq8oqBFJOQlcw69XQ0gZIuFtQQVgvYAJqBEJ3Y0RqFzI5NiwzODAsNDc3LDQ4Myw0ODQsNDg1cjWfAZ4BFQ4XAFgBCgRAxAcR9TYZzyBSqg5TABCHREvHUmEAHZX-QA9YIOvLkQkNAAIMYwECC5fOWh8/ofertasv/?filter[tourOperator]=RNBW&filter%5Bperson%5D=2&filter%5BchildAge%5D%5B1%5D=20201210&filter%5Bchild%5D=1","filter_greece_13_16_days","grecja","evia","amarynthos","2026-07-15","2026-07-29","15","14","Все аэропорты","2+1","grecja|evia|2026-07-15|2026-07-29|14|Все аэропорты|2+1"
"Dafni Plus Grecja, Riwiera Olimpijska, Leptokaria","11818.0","18.07.2026 - 01.08.2026","15 dni/14 nocy","4.5","4.5","39","tripadvisor","Все аэропорты","2026-07-13T00:01:46.383681+00:00","https://fly.pl/oferta/grecja-wczasy/?filter[dest]=14:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=13-07-2026&filter[whenTo]=12-08-2026&filter[duration]=13:16&filter[from]=&filter[person]=2&filter[child]=1&filter[price]=4000:20000&filter[PriceFrom]=4000&filter[PriceTo]=20000&filter[addCategory]=40&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://fly.pl/cdn/photo/assets/uploads/582/278/2018/11/Dafni-Plus.jpg","https://fly.pl/wycieczka/grecja,riwiera-olimpijska,leptokaria/dafni-plus/pNaTr1FMURihP1QEW6VwxYAAogMrV81dv3D3E3Zu9HnhMKx7nHuRAzQ3yZ_UKLZdl1bLEqBEdSQ1Mw69XQ0gZIqlxQQVh3YAJyPVwKFwQVAFgBVgIdYw8MQNsFW5aAAV6qfEt4YQBSjR1TAEyRwE0Bwe00Dfz_zwggAFGl3aPL5wEBEmMCAmNkaoLD/ofertasv/?filter[tourOperator]=GRCS&filter%5Bperson%5D=2&filter%5BchildAge%5D%5B1%5D=20201210&filter%5Bchild%5D=1","filter_greece_13_16_days","grecja","riwiera-olimpijska","leptokaria","2026-07-18","2026-08-01","15","14","Все аэропорты","2+1","grecja|riwiera-olimpijska|2026-07-18|2026-08-01|14|Все аэропорты|2+1"
"Aqua Sun Village (Ex. Eri Sun Village) Grecja, Kreta Wschodnia, Hersonissos","11897.0","27.07.2026 - 10.08.2026","15 dni/14 nocy","3.1","3.1","827","tripadvisor","Все аэропорты","2026-07-13T00:01:46.383681+00:00","https://fly.pl/oferta/grecja-wczasy/?filter[dest]=14:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=13-07-2026&filter[whenTo]=12-08-2026&filter[duration]=13:16&filter[from]=&filter[person]=2&filter[child]=1&filter[price]=4000:20000&filter[PriceFrom]=4000&filter[PriceTo]=20000&filter[addCategory]=40&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://fly.pl/cdn/photo/assets/uploads/582/278/2014/11/Aqua-Sun-Village-Ex.-Eri-Sun-Village-fly-pl.jpg","https://fly.pl/wycieczka/grecja,kreta-wschodnia,hersonissos/eri-sun-village/pHPquGY1JWawV_Cu511B4QAAog7761XKpNs-8U7Yj6ed3MQlmOwbr9uBzU1MzUA_uP2c0qBEJWQkUw69XQ0gZI-VxQAVjPAmACagJBSXIiHBGMngEb5I4_GOflFKsEqZQjuQSOAQHM0tO6AwISYwECCv356JE/ofertasv/?filter[tourOperator]=BVBE&filter%5Bperson%5D=2&filter%5BchildAge%5D%5B1%5D=20201210&filter%5Bchild%5D=1","filter_greece_13_16_days","grecja","kreta-wschodnia","hersonissos","2026-07-27","2026-08-10","15","14","Все аэропорты","2+1","grecja|kreta-wschodnia|2026-07-27|2026-08-10|14|Все аэропорты|2+1"
"Ilyssion Grecja, Rodos, Pefki","11925.0","27.07.2026 - 09.08.2026","14 dni/13 nocy","3.0","3.0","665","tripadvisor","Все аэропорты","2026-07-13T00:01:46.383681+00:00","https://fly.pl/oferta/grecja-wczasy/?filter[dest]=14:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=13-07-2026&filter[whenTo]=12-08-2026&filter[duration]=13:16&filter[from]=&filter[person]=2&filter[child]=1&filter[price]=4000:20000&filter[PriceFrom]=4000&filter[PriceTo]=20000&filter[addCategory]=40&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://fly.pl/cdn/photo/assets/uploads/582/278/2014/11/Ilyssion.jpg","https://fly.pl/wycieczka/grecja,rodos,pefki/ilyssion/pE7jNMDGY3KZD_Vcxg0EpxAAogDN3QdvZUAwH4UYKvJ232ZvRV6dcKxlUaXfp0TYewma8qBEVDQ1gw69XQ0gZIlV1QAVjPAmACagJBSXIgHBHMAqsEsr8VuQQPGPHBJRvK2wYBo-zYxQECEmMBAgtX6TKP/ofertasv/?filter[tourOperator]=ECCX&filter%5Bperson%5D=2&filter%5BchildAge%5D%5B1%5D=20201210&filter%5Bchild%5D=1","filter_greece_13_16_days","grecja","rodos","pefki","2026-07-27","2026-08-09","14","13","Все аэропорты","2+1","grecja|rodos|2026-07-27|2026-08-09|13|Все аэропорты|2+1"
"Thalassa Grecja, Grecja Środkowa, Paleros","11930.0","27.07.2026 - 10.08.2026","15 dni/14 nocy","3.8","3.8","185","tripadvisor","Все аэропорты","2026-07-13T00:01:46.383681+00:00","https://fly.pl/oferta/grecja-wczasy/?filter[dest]=14:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=13-07-2026&filter[whenTo]=12-08-2026&filter[duration]=13:16&filter[from]=&filter[person]=2&filter[child]=1&filter[price]=4000:20000&filter[PriceFrom]=4000&filter[PriceTo]=20000&filter[addCategory]=40&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://datacfstatic.merlinx.pl/GRCS/IMG/PVKTHSS/8c8e35b96675acf98d261995025011a445407aaef185238a60a78839afd05a8e.webp","https://fly.pl/wycieczka/grecja,grecja-srodkowa,paleros/thalassa-15/pCYT1VchyQ5paCfNAk5imJAAogjDb6tl-91xUDfh5xI2gyTB3heqSpLkmZe-871Nem3jYqBEdSQ1Mw69XQ0gZIml1QQVjPAmADagMwNjZqAzA3NnJBnQGPAVwKFQQXAFgBVgJAygZbloABXqp8UuUCUwBLnA9hAEzV1DkBzo1TDbjXxQggAFHlr4vi0QEBEmMBAmMBAgs_diIp/ofertasv/?filter[tourOperator]=GRCS&filter%5Bperson%5D=2&filter%5BchildAge%5D%5B1%5D=20201210&filter%5Bchild%5D=1","filter_greece_13_16_days","grecja","grecja-srodkowa","paleros","2026-07-27","2026-08-10","15","14","Все аэропорты","2+1","grecja|grecja-srodkowa|2026-07-27|2026-08-10|14|Все аэропорты|2+1"
"Kolymbia Sky Grecja, Rodos, Kolymbia","11997.0","17.07.2026 - 31.07.2026","15 dni/14 nocy","3.6","3.6","163","tripadvisor","Все аэропорты","2026-07-13T00:01:46.383681+00:00","https://fly.pl/oferta/grecja-wczasy/?filter[dest]=14:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=13-07-2026&filter[whenTo]=12-08-2026&filter[duration]=13:16&filter[from]=&filter[person]=2&filter[child]=1&filter[price]=4000:20000&filter[PriceFrom]=4000&filter[PriceTo]=20000&filter[addCategory]=40&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://fly.pl/cdn/photo/assets/uploads/582/278/2014/09/Kolymbia-Sky-fly-pl.jpg","https://fly.pl/wycieczka/grecja,rodos,kolymbia/kolymbia-sky/prvH8PCdXL95ZntZkqsfzZAAog_dM4p5bVk2tC-7HNyb_vq0oRqjQoSS9qtHwHGJ-TRo0qBFZJVFgw69XQ0gZI3V1QQVhfYAJyQBoAXAoVBBcAWAFAjwNbv4MBXr58UpETUwBL_gRhAEzr1zkN2NuYCSAAUcWkse3eAU-3vBRdyMj7_gMCDGMBAgu3yi-G/ofertasv/?filter[tourOperator]=VITX&filter%5Bperson%5D=2&filter%5BchildAge%5D%5B1%5D=20201210&filter%5Bchild%5D=1","filter_greece_13_16_days","grecja","rodos","kolymbia","2026-07-17","2026-07-31","15","14","Все аэропорты","2+1","grecja|rodos|2026-07-17|2026-07-31|14|Все аэропорты|2+1"
"Dias Solimar Grecja, Kreta Zachodnia, Adelianos Kampos","12225.0","15.07.2026 - 30.07.2026","16 dni/14 nocy","4.0","4.0","478","tripadvisor","Все аэропорты","2026-07-13T00:01:46.383681+00:00","https://fly.pl/oferta/grecja-wczasy/?filter[dest]=14:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=13-07-2026&filter[whenTo]=12-08-2026&filter[duration]=13:16&filter[from]=&filter[person]=2&filter[child]=1&filter[price]=4000:20000&filter[PriceFrom]=4000&filter[PriceTo]=20000&filter[addCategory]=40&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://fly.pl/cdn/photo/assets/uploads/582/278/2009/10/Dias-Solimar2779.jpg","https://fly.pl/wycieczka/grecja,kreta-zachodnia,adelianos-kampos/dias-solimar/pJek2UmlvAjLtJYHwYpywUAAogSkLeWHc2p74tbYsbwq1bpWrqCHBX7kLJo0cMUE6MrBgqBEdSQ1Mw69XQ0gZIwV9QQVgvYANyQFwKFwUVAFgAVgId9AEPF0C_BFLjd1MAW7MIS4NMYQBepzBMlt5NAeK0OQ3YuMsIIABRgOmhnWUBEmMBAmMBAgtTg2au/ofertasv/?filter[tourOperator]=GRCS&filter%5Bperson%5D=2&filter%5BchildAge%5D%5B1%5D=20201210&filter%5Bchild%5D=1","filter_greece_13_16_days","grecja","kreta-zachodnia","adelianos-kampos","2026-07-15","2026-07-30","16","14","Все аэропорты","2+1","grecja|kreta-zachodnia|2026-07-15|2026-07-30|14|Все аэропорты|2+1"
"Royal (Polichrono) Grecja, Chalkidiki, Polychrono","12984.0","15.07.2026 - 29.07.2026","15 dni/14 nocy","4.4","4.4","697","tripadvisor","Все аэропорты","2026-07-13T00:01:46.383681+00:00","https://fly.pl/oferta/grecja-wczasy/?filter[dest]=14:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=13-07-2026&filter[whenTo]=12-08-2026&filter[duration]=13:16&filter[from]=&filter[person]=2&filter[child]=1&filter[price]=4000:20000&filter[PriceFrom]=4000&filter[PriceTo]=20000&filter[addCategory]=40&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://fly.pl/cdn/photo/assets/uploads/582/278/2015/06/Royal-Polichrono-fly-pl.jpg","https://fly.pl/wycieczka/grecja,chalkidiki,polychrono/royal-fourka/pQI36F_PBvuQfuBL9rOsd9AAog66q5jEsYccZfjsJBRzMMpET3fETbnM5YrCx7P3_-nVAqBEdSQ1Mw69XQ0gZIuGVQQVgvYANyQlwKFwQVAFgBVgIdsgIPE0CFBFuEgAFLlUxhAF6nMFKFHlMATJHATQHaiDkN4OTLCCAAUaffzMvnAQESYwECYwECC53iYYI/ofertasv/?filter[tourOperator]=GRCS&filter%5Bperson%5D=2&filter%5BchildAge%5D%5B1%5D=20201210&filter%5Bchild%5D=1","filter_greece_13_16_days","grecja","chalkidiki","polychrono","2026-07-15","2026-07-29","15","14","Все аэропорты","2+1","grecja|chalkidiki|2026-07-15|2026-07-29|14|Все аэропорты|2+1"
"San Panteleimon Grecja, Riwiera Olimpijska, Neos Panteleimonas","13180.0","18.07.2026 - 01.08.2026","15 dni/14 nocy","4.6","4.6","183","tripadvisor","Все аэропорты","2026-07-13T00:01:46.383681+00:00","https://fly.pl/oferta/grecja-wczasy/?filter[dest]=14:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=13-07-2026&filter[whenTo]=12-08-2026&filter[duration]=13:16&filter[from]=&filter[person]=2&filter[child]=1&filter[price]=4000:20000&filter[PriceFrom]=4000&filter[PriceTo]=20000&filter[addCategory]=40&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://fly.pl/cdn/photo/assets/uploads/582/278/2015/05/San-Panteleimon.jpg","https://fly.pl/wycieczka/grecja,riwiera-olimpijska,neos-panteleimonas/san-panteleimon/pGBxWwS7ZPYYKzxcCjTA3dAAogFU0_0fovxXTmL57Hkl-kqIsYLkcvWHnOc5wUIEnXTioqBFJOQlcw69XQ0gZI_GZQQVh3YAJqBEJ3Y0RqFzI5NiwzODAsNDc3LDQ4Myw0ODQsNDg1agc0MDcsNDA4cjafAZ4BnAEVDhcAWAEKBEDEBxE4EKkTGeRDYdhzSwBSrE5TAB20qUEPKyDvg5EJDQACDGMBAgttAbuL/ofertasv/?filter[tourOperator]=RNBW&filter%5Bperson%5D=2&filter%5BchildAge%5D%5B1%5D=20201210&filter%5Bchild%5D=1","filter_greece_13_16_days","grecja","riwiera-olimpijska","neos-panteleimonas","2026-07-18","2026-08-01","15","14","Все аэропорты","2+1","grecja|riwiera-olimpijska|2026-07-18|2026-08-01|14|Все аэропорты|2+1"
